Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Elon Musk,@elonmusk,2024-10-08T03:12:12.000Z,True,"What Vivek says is, of course, true.

The “social safety net” of state & federal government payments is a powerful magnet for anyone living below that standard (over 5 billion people) to move to the United States.

Couple that with open borders and obviously vast numbers of",2.6K,8.5K,50K,6.8M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843489545897013280,tweet_id:1843489545897013280
Elon Musk,@elonmusk,2024-10-08T03:01:05.000Z,True,Anchorman is a great movie ,2K,5.1K,34K,5.5M,[],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843486748711788926,tweet_id:1843486748711788926
Elon Musk,@elonmusk,2024-10-08T02:52:28.000Z,True,That would be a nice change,1.4K,3.4K,32K,9.5M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843484578440229225,tweet_id:1843484578440229225
Elon Musk,@elonmusk,2024-10-08T02:14:45.000Z,True,Launch could be as soon as Sunday,2.9K,5.2K,44K,6.8M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843475086554415130,tweet_id:1843475086554415130
Elon Musk,@elonmusk,2024-10-08T00:24:47.000Z,True,"It is a surefire way for the Dems to turn America in a one-party state, just like California",4.5K,21K,92K,12M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843447413824209160,tweet_id:1843447413824209160
Elon Musk,@elonmusk,2024-10-07T23:58:17.000Z,True,,4.7K,17K,97K,17M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843440744138510443,tweet_id:1843440744138510443
Elon Musk,@elonmusk,2024-10-07T19:38:31.000Z,True,An easy prediction (sigh),5K,17K,96K,14M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843375372035076485,tweet_id:1843375372035076485
Elon Musk,@elonmusk,2024-10-07T19:37:50.000Z,True,Good question … why is funding for other countries being prioritized over Americans in dire need?,19K,58K,247K,28M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843375201704390705,tweet_id:1843375201704390705
Elon Musk,@elonmusk,2024-10-07T19:35:38.000Z,True,Godspeed Hera!,2.7K,8.8K,83K,23M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843374647737495589,tweet_id:1843374647737495589
Elon Musk,@elonmusk,2024-10-07T19:29:59.000Z,True,NY Times is pure propaganda,3.3K,17K,85K,12M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843373225331568764,tweet_id:1843373225331568764
Elon Musk,@elonmusk,2024-10-07T18:50:27.000Z,True,"Victory is not enough, it must be absolutely decisive victory",15K,59K,428K,57M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843363275398169020,tweet_id:1843363275398169020
Elon Musk,@elonmusk,2024-10-07T18:04:16.000Z,True,View from Falcon upper stage as it departs Earth for interplanetary orbit,3.6K,8.9K,79K,25M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843351651127832941,tweet_id:1843351651127832941
SpaceX,@SpaceX,2024-10-07T14:53:08.000Z,True,Liftoff of ’s Hera!,424,1.9K,12K,1.4M,[],['@ESA'],[],https://pbs.twimg.com/profile_images/1697749409851985920/HbrI04tM_normal.jpg,https://x.com/SpaceX/status/1843303550492770762,tweet_id:1843303550492770762
SpaceX,@SpaceX,2024-10-07T14:33:41.000Z,True,"Hera is ’s planetary defense mission that will study the impact NASA’s Double Asteroid Redirection Test (DART) spacecraft had on the Dimorphos asteroid, which launched on Falcon 9 in November 2021",330,1.4K,8.2K,1.2M,[],['@ESA'],[],https://pbs.twimg.com/profile_images/1697749409851985920/HbrI04tM_normal.jpg,https://x.com/SpaceX/status/1843298658869191029,tweet_id:1843298658869191029
Jonah Katz,@dinkin_flickaa,2024-10-07T15:45:05.000Z,True,"Underrated 𝕏 shortcut on iOS is the little search icon that lets you search for posts on any profile

 Rolling out now for Web too!",262,642,3.6K,1M,[],[],[],https://pbs.twimg.com/profile_images/1679872386634481671/CTmTaIi5_normal.jpg,https://x.com/dinkin_flickaa/status/1843316626755891643,tweet_id:1843316626755891643
Muse,@xmuse_,2024-10-06T20:23:08.000Z,True,"Men did not love Rome because she was great. She was great because they had loved her.

— G. K. ChestertonRome Pablo Castañeda",908,2.9K,18K,2M,[],[],"['\\U0001f4cd', '\\U0001f4f9']",https://pbs.twimg.com/profile_images/1826775245044535296/fdEEVdrg_normal.jpg,https://x.com/xmuse_/status/1843024210328957108,tweet_id:1843024210328957108
Insurrection Barbie,@DefiyantlyFree,2024-10-07T05:12:54.000Z,False,"Debunking the new leftist talking point about now it’s Republicans fault FEMA ran out of money. 

Congress does not need to reconvene and issue more money to FEMA because they already got $20 billion dollars. 

Let me repeat that one more time, $20 billion dollars. 

It’s not",1.2K,8.8K,21K,2M,[],[],[],https://pbs.twimg.com/profile_images/1842740427872522240/X0Sggcwq_normal.jpg,https://x.com/DefiyantlyFree/status/1843157532337922482,tweet_id:1843157532337922482
Elon Musk,@elonmusk,2024-10-07T09:26:02.000Z,True,Worth reading Lies My Liberal Teacher Told Me by @will_da_beast630,4.5K,15K,66K,14M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843221235339280517,tweet_id:1843221235339280517
Elon Musk,@elonmusk,2024-10-07T08:56:51.000Z,True,,2.2K,2.3K,15K,11M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843213892367122850,tweet_id:1843213892367122850
DogeDesigner,@cb_doge,2024-10-07T06:30:00.000Z,True,TRUMP MUST WIN ,2.1K,5.4K,36K,1.8M,[],[],['\\U0001f1fa\\U0001f1f8'],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://x.com/cb_doge/status/1843176934852764010,tweet_id:1843176934852764010
Elon Musk,@elonmusk,2024-10-07T07:04:22.000Z,True,,3.7K,24K,203K,28M,[],[],"['\\U0001f525', '\\U0001f525']",https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843185585319727182,tweet_id:1843185585319727182
Elon Musk,@elonmusk,2024-10-07T04:21:19.000Z,True,The truth shall set you free,5K,14K,94K,15M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843144551089012757,tweet_id:1843144551089012757
Elon Musk,@elonmusk,2024-10-07T04:08:38.000Z,True,Yeah!!,2.1K,10K,55K,13M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843141356786688185,tweet_id:1843141356786688185
Elon Musk,@elonmusk,2024-10-07T03:42:22.000Z,True,"The left controls almost all legacy media and all major search and social media companies, except this one. 

We strive to be a level playing field for all views. They do not.",8.9K,50K,238K,27M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843134748295877031,tweet_id:1843134748295877031
DogeDesigner,@cb_doge,2024-10-07T03:36:59.000Z,True,"BREAKING: Donald Trump now leads Kamala Harris by 6% in Pennsylvania in betting markets, just a day after Elon Musk attended his rally in Butler.",1.3K,3.7K,23K,1.7M,[],[],[],https://pbs.twimg.com/profile_images/1498070100393754625/C2V-fbll_normal.jpg,https://x.com/cb_doge/status/1843133393141461259,tweet_id:1843133393141461259
Elon Musk,@elonmusk,2024-10-07T03:35:36.000Z,True,"For every person you refer who is a swing state voter, you get $47! Easy money.",9.4K,34K,152K,45M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843133043961381178,tweet_id:1843133043961381178
Elon Musk,@elonmusk,2024-10-07T03:32:41.000Z,True,Tomorrow is the last day to register to vote in Georgia and Arizona!,4.7K,29K,207K,60M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843132312797782275,tweet_id:1843132312797782275
Elon Musk,@elonmusk,2024-10-07T03:31:39.000Z,True,"Trump now leading Kamala by 3% in betting markets. More accurate than polls, as actual money is on the line.",10K,34K,274K,67M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843132050242777187,tweet_id:1843132050242777187
Elon Musk,@elonmusk,2024-10-07T03:09:00.000Z,True,Propaganda terms are very effective,4.3K,46K,338K,71M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843126349760000253,tweet_id:1843126349760000253
Elon Musk,@elonmusk,2024-10-07T03:03:08.000Z,True,True,1.3K,3.9K,27K,13M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843124876108067200,tweet_id:1843124876108067200
Elon Musk,@elonmusk,2024-10-07T02:17:04.000Z,True,Saving American lives should be priority #1,13K,45K,188K,23M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843113280703013164,tweet_id:1843113280703013164
Elon Musk,@elonmusk,2024-10-07T02:11:17.000Z,True,Go Steelers!!,7.2K,18K,219K,86M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843111827682869507,tweet_id:1843111827682869507
Elon Musk,@elonmusk,2024-10-07T01:59:47.000Z,True,,1.4K,2.3K,16K,6.9M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843108932036005947,tweet_id:1843108932036005947
Elon Musk,@elonmusk,2024-10-07T01:39:55.000Z,True,Wow,4K,32K,119K,26M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843103932119490815,tweet_id:1843103932119490815
Elon Musk,@elonmusk,2024-10-07T00:40:07.000Z,True,"What Walz is saying is utterly false. 

In fact,  recently posted that he would VETO a nationwide abortion ban!https://x.com/realdonaldtrump/status/1841295548109955091?s=46…",17K,44K,166K,16M,[],['@realDonaldTrump'],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843088883535503763,tweet_id:1843088883535503763
Elon Musk,@elonmusk,2024-10-06T23:48:13.000Z,True,Love is the answer ,7.4K,15K,139K,40M,[],[],['\\U0001f970'],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843075820841251311,tweet_id:1843075820841251311
Elon Musk,@elonmusk,2024-10-06T23:45:50.000Z,True,Is this accurate ?,3.6K,19K,85K,23M,[],['@CommunityNotes'],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843075222959960281,tweet_id:1843075222959960281
America,@america,2024-10-06T23:12:00.000Z,True,"Kamala Harris says she will be tough on illegal immigration because she “was a prosecutor”.

Here she is chanting “Down, down with deportation”

Do you trust her to secure the border?",3.2K,10K,31K,2.9M,[],[],[],https://pbs.twimg.com/profile_images/1842003465448398848/U3EZmdUz_normal.jpg,https://x.com/america/status/1843066709080744409,tweet_id:1843066709080744409
Elon Musk,@elonmusk,2024-10-06T23:42:41.000Z,True,Join us!,967,2.4K,18K,12M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843074431163457680,tweet_id:1843074431163457680
Sawyer Merritt,@SawyerMerritt,2024-10-06T21:24:28.000Z,True,"NEWS: SpaceX engineer Mike Coryell, who has been with the company for 10 years, has spent the past week in North Carolina.

He says they have already deployed over 1,000 Starlink kits in the valley, with each deployment enabling 10x more people to communicate. So far, they've",996,10K,42K,2.6M,[],[],[],https://pbs.twimg.com/profile_images/1837744842715082752/xH9vYixL_normal.jpg,https://x.com/SawyerMerritt/status/1843039646235635868,tweet_id:1843039646235635868
Elon Musk,@elonmusk,2024-10-06T19:33:42.000Z,True,"Sign our petition to support the Constitution!

Also earn $47 for every person you refer to sign the petition if they’re in a swing state. 

Goal is to get 1M voters in swing states to show support for free speech & right to bear arms.",11K,29K,99K,37M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843011773567578166,tweet_id:1843011773567578166
Elon Musk,@elonmusk,2024-10-06T19:07:39.000Z,True,,9.8K,52K,324K,56M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843005216427561267,tweet_id:1843005216427561267
Elon Musk,@elonmusk,2024-10-06T18:54:47.000Z,True,Exactly,8.5K,17K,106K,12M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1843001977472708845,tweet_id:1843001977472708845
Elon Musk,@elonmusk,2024-10-06T17:44:34.000Z,True,It would be the end of America,4.7K,16K,83K,31M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842984307557798004,tweet_id:1842984307557798004
~~datahazard~~,@fentasyl,2024-10-06T15:10:49.000Z,True,"Kamala-Mayorkas imported a staggering number of aliens from countries so far away & random that the CBP doesn't even name their homeland.

These aliens flew around the world to walk across her open border.

CBP names only 21 countries in their data -- mostly in the Americas. The",531,2.9K,8.6K,1.6M,[],[],[],https://pbs.twimg.com/profile_images/1769078926544949248/1aWVXbsP_normal.jpg,https://x.com/fentasyl/status/1842945615451336933,tweet_id:1842945615451336933
Mario Nawfal,@MarioNawfal,2024-10-06T17:35:45.000Z,True,"ELON: LET'S MAKE SCIENCE FICTION REAL, NOT HAVE TO BE SCIENCE FICTION FOREVER

Source:  ",544,1.4K,9.3K,1.5M,[],"['@Eric_Schmitt', '@elonmusk']",[],https://pbs.twimg.com/profile_images/1670905743619268609/pYItlWat_normal.jpg,https://x.com/MarioNawfal/status/1842982090343600227,tweet_id:1842982090343600227
Not the Bee,@Not_the_Bee,2024-10-06T17:14:52.000Z,True,Appalachia has gone dark and criminals are pouring over the border but the Homeland Security chief had time to go luxury shopping,536,4.7K,14K,1.4M,[],[],[],https://pbs.twimg.com/profile_images/1299007907623825411/Vo7e-cEQ_normal.jpg,https://x.com/Not_the_Bee/status/1842976831018066244,tweet_id:1842976831018066244
Elon Musk,@elonmusk,2024-10-06T17:28:51.000Z,True,,2.8K,11K,119K,47M,[],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842980353751031889,tweet_id:1842980353751031889
Elon Musk,@elonmusk,2024-10-06T17:27:45.000Z,True,That was one heck of a day!,7.1K,33K,240K,24M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842980073395417243,tweet_id:1842980073395417243
Elon Musk,@elonmusk,2024-10-06T17:26:26.000Z,True,"Yup, sounds familiar. 

People have been so thorough my brainwashed by the legacy media.",2.2K,7.1K,43K,14M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842979742062150131,tweet_id:1842979742062150131
Elon Musk,@elonmusk,2024-10-06T15:28:51.000Z,True,Definitely not,15K,44K,213K,44M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842950151465484374,tweet_id:1842950151465484374
Elon Musk,@elonmusk,2024-10-06T14:41:17.000Z,True,Bring. It. On.,10K,20K,110K,16M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842938181571772803,tweet_id:1842938181571772803
ALEX,@ajtourville,2024-10-06T14:11:07.000Z,True,"NEWS:  is providing a lifeline in East Tennessee, Western North Carolina, and all along the devastation path of Hurricane Helene.",458,2.3K,11K,1.5M,[],['@Starlink'],[],https://pbs.twimg.com/profile_images/1515410865499119620/s1ws6CFZ_normal.jpg,https://x.com/ajtourville/status/1842930590800335085,tweet_id:1842930590800335085
Elon Musk,@elonmusk,2024-10-06T14:39:26.000Z,True,Yes!,2.8K,11K,76K,11M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842937718310834191,tweet_id:1842937718310834191
Elon Musk,@elonmusk,2024-10-06T14:38:22.000Z,True,"Low bar tbh. Unlike the border, we actually check IDs for the event ",1.3K,5.4K,49K,19M,[],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842937449904816541,tweet_id:1842937449904816541
ThePersistence,@ScottPresler,2024-10-06T13:36:41.000Z,True,"Thank you for helping me reach 1.7 million followers. 

I challenge each of you to register 5 new voters 

& mobilize those 5 this November.

If you do this, you’ll bring 8.5 million new voters for President Trump & our entire Republican ticket.",981,7.5K,38K,1.8M,[],[],[],https://pbs.twimg.com/profile_images/1321124227215491072/pIC0lG5M_normal.jpg,https://x.com/ScottPresler/status/1842921924340715925,tweet_id:1842921924340715925
Elon Musk,@elonmusk,2024-10-06T13:36:11.000Z,True,Check your voting registration status!,2.6K,14K,62K,19M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842921799228788797,tweet_id:1842921799228788797
Elon Musk,@elonmusk,2024-10-06T12:44:48.000Z,True,Yes,2.8K,9.3K,56K,7.2M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842908867446894950,tweet_id:1842908867446894950
Elon Musk,@elonmusk,2024-10-06T12:40:35.000Z,True,So many prominent Democrats want to destroy the First Amendment!,3.9K,13K,78K,26M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842907805688189226,tweet_id:1842907805688189226
Mario Nawfal,@MarioNawfal,2024-10-06T06:35:22.000Z,True,"ELON AT TRUMP’S RALLY: FULL VIDEO AND TRANSCRIPT

""Hi everyone. 

As you can see, I'm not just MAGA, I'm dark MAGA. 

First of all, I want to say what an honor it is to be here.

You know, the true test of someone's character is how they behave under fire. 

And we had one",2.3K,9.2K,41K,3.7M,[],[],[],https://pbs.twimg.com/profile_images/1670905743619268609/pYItlWat_normal.jpg,https://x.com/MarioNawfal/status/1842815897582342243,tweet_id:1842815897582342243
Elon Musk,@elonmusk,2024-10-06T06:29:51.000Z,True,,10K,64K,285K,31M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842814508772839754,tweet_id:1842814508772839754
Elon Musk,@elonmusk,2024-10-06T06:05:43.000Z,True,"Vote, vote, vote!",7.4K,39K,230K,25M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842808435106050069,tweet_id:1842808435106050069
Mario Nawfal,@MarioNawfal,2024-10-06T05:32:35.000Z,True,"LAST CALL TO REGISTER!

Time is running out for U.S citizens to register so they can vote in the election.

As Elon said:

""What will matter more than anything will be getting everyone you know to vote.""

- Arizona & Georgia: Only 2 days left
- North Carolina: 6 days to go
-",841,3.7K,18K,2M,[],[],['\\U0001f1fa\\U0001f1f8'],https://pbs.twimg.com/profile_images/1670905743619268609/pYItlWat_normal.jpg,https://x.com/MarioNawfal/status/1842800099681853831,tweet_id:1842800099681853831
Elon Musk,@elonmusk,2024-10-06T04:23:33.000Z,True,,1.2K,2.1K,15K,9.5M,[],[],['\\U0001f928'],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842782725192679854,tweet_id:1842782725192679854
Elon Musk,@elonmusk,2024-10-06T04:15:34.000Z,True,I’m hearing this anti free speech bs being parroted by pretty much every leading Dem & their legacy media puppets,3.2K,16K,84K,22M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842780716955824194,tweet_id:1842780716955824194
Elon Musk,@elonmusk,2024-10-06T04:10:37.000Z,True,,5.6K,31K,159K,24M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842779470635110724,tweet_id:1842779470635110724
Elon Musk,@elonmusk,2024-10-06T03:55:42.000Z,True,,4.3K,20K,212K,43M,[],[],"['\\U0001f4af', '\\U0001f602']",https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842775715705418087,tweet_id:1842775715705418087
Elon Musk,@elonmusk,2024-10-06T03:52:51.000Z,True,This is so crazy,7.7K,42K,131K,15M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842774997099507981,tweet_id:1842774997099507981
Elon Musk,@elonmusk,2024-10-06T03:47:00.000Z,True,Incredible crowd today at the rally in Pennsylvania,21K,109K,764K,54M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842773527004418502,tweet_id:1842773527004418502
Elon Musk,@elonmusk,2024-10-06T03:45:52.000Z,True,Make sure everyone you know has registered to vote! Only 2 days left to do so in Georgia & Arizona.,10K,72K,511K,57M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842773240223068569,tweet_id:1842773240223068569
Elon Musk,@elonmusk,2024-10-06T02:55:30.000Z,True,True,3.3K,14K,122K,36M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842760566076563756,tweet_id:1842760566076563756
Elon Musk,@elonmusk,2024-10-06T02:12:52.000Z,True,Make America Based Again!,12K,41K,431K,85M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842749839055962283,tweet_id:1842749839055962283
Elon Musk,@elonmusk,2024-10-06T01:04:47.000Z,True,Yup,7.8K,70K,318K,65M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842732702073594350,tweet_id:1842732702073594350
Elon Musk,@elonmusk,2024-10-06T00:57:16.000Z,True,,39K,126K,1.3M,86M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842730813885948001,tweet_id:1842730813885948001
Elon Musk,@elonmusk,2024-10-06T00:56:24.000Z,True,"That’s how easy it is to turn on Starlink!

Works anywhere 5 minutes after you take it out of the box.",4.1K,19K,137K,31M,[],[],[],https://pbs.twimg.com/profile_images/1842733820941905921/9Gk8hbKx_normal.jpg,https://x.com/elonmusk/status/1842730593643057310,tweet_id:1842730593643057310
